Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2016/01/30,2016-01-30 04:25:20 PM -0700,,-43.53,Signature purchase,false,TABLE MESA HARDWAR,Table Mesa Hardwar,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2016/01/30,2016-01-30 05:11:18 AM -0700,,0.01,ACH,false,INTEREST_CREDIT,Interest Credit,Income,Interest,,,,,,,
2016/02/02,2016-02-02 06:01:22 AM -0700,,-7.00,Signature purchase,false,BC.BACKPACK 827361,Bc Backpack,Sports & Fitness,Memberships,,Chicago,IL,,41.8537,-87.67964,
2016/02/03,2016-02-03 01:36:29 PM -0700,,-50.00,C2c,false,Instant Transfer,TO: danae & sons,Financial,Money Transfer,"","","","",,,
2016/02/05,2016-02-05 04:56:30 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2016/02/15,2016-02-15 01:35:15 PM -0700,,-303.00,Pin purchase,false,603 S BROADWAY ST,Chase ATM,Uncategorized,Cash,,Boulder,CO,,40.03402,-105.30482,
2016/02/15,2016-02-15 03:16:05 PM -0700,,-96.24,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2016/02/15,2016-02-15 12:00:38 PM -0700,,-100.00,C2c,false,Instant Transfer,Lover,Financial,Money Transfer,,,,,,,""
2016/02/19,2016-02-19 04:57:17 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2016/02/20,2016-02-19 05:40:31 PM -0700,,-47.54,Signature purchase,false,PETTYJOHNS LIQUOR  WI,Pettyjohns Liquor & Win,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2016/02/20,2016-02-19 05:43:27 PM -0700,,-243.00,Pin purchase,false,603 S BROADWAY ST,Chase ATM,Uncategorized,Cash,,Boulder,CO,,40.03402,-105.30482,
2016/02/25,2016-02-24 09:34:57 PM -0700,,-140.47,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2016/02/25,2016-02-24 09:43:59 PM -0700,,-19.81,Signature purchase,false,PETTYJOHNS LIQUOR  WI,Pettyjohns Liquor & Win,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2016/02/27,2016-02-27 03:25:59 PM -0700,,-6.51,Signature purchase,false,TABLE MESA HARDWAR,Table Mesa Hardwar,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2016/02/29,2016-02-29 08:25:20 AM -0700,,-2.98,Signature purchase,false,EINSTEIN BROS BAGELS24,Einstein Noah Restaurant,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/03/04,2016-03-04 05:01:33 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2016/03/06,2016-03-05 06:19:47 PM -0700,,-23.27,Signature purchase,true,BROADWAY WINE & SPIRIT,Broadway Wine & Spirit,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
