Date,Recorded at,Scheduled for,Amount,Activity,Pending,Raw description,Description,Category folder,Category,Street address,City,State,Zip,Latitude,Longitude,Memo
2015/10/08,2015-10-08 12:44:30 PM -0700,,-38.36,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/10/10,2015-10-10 04:09:25 PM -0700,,-14.13,Signature purchase,false,VIKING SPIRITS LIQUOR,Viking Spirits Liquor,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2015/10/10,2015-10-10 04:19:42 PM -0700,,-16.62,Signature purchase,false,PAPA MURPHY'S CO075,Papa Murphy's Co075,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/10/10,2015-10-10 11:22:02 AM -0700,,-5.96,Signature purchase,false,WENDY'S #306,Wendy's,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/10/10,2015-10-10 11:52:27 AM -0700,,-2.18,Signature purchase,false,PDQ 8001,Pdq,Transportation,Gas,,Boulder,CO,,40.03402,-105.30482,
2015/10/12,2015-10-12 06:10:05 AM -0700,,-9.01,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/13,2015-10-13 08:31:53 AM -0700,,-23.42,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/10/16,2015-10-16 03:14:48 PM -0700,,-7.23,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/16,2015-10-16 03:51:25 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2015/10/17,2015-10-17 04:11:19 PM -0700,,-216.97,Pin purchase,false,COSTCO WHSE #0480,Costco Whse,Uncategorized,Other Shopping,,Superior,CO,,39.93119,-105.15909,
2015/10/19,2015-10-18 05:57:20 PM -0700,,-27.94,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/10/18,2015-10-18 12:30:23 PM -0700,,-50.13,Signature purchase,false,SOUTH SIDE WALNUT CAFE,South Side Walnut Cafe,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/19,2015-10-19 01:46:16 PM -0700,,-3.75,Signature purchase,false,BOULDER PARKING-CAGID,Boulder Parking Cagid,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2015/10/19,2015-10-19 04:42:43 PM -0700,,-1.50,Signature purchase,false,BOULDER PARKING-CAGID,Boulder Parking Cagid,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2015/10/19,2015-10-19 08:39:14 AM -0700,,-9.75,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/19,2015-10-19 12:08:13 AM -0700,,-18.20,Signature purchase,false,DSC*DOLLAR SHAVE CLUB,Dollar Shave Club,Uncategorized,Unknown,,,CA,,,,
2015/10/22,2015-10-21 05:59:20 PM -0700,,-48.09,Signature purchase,false,SHERPA'S,Sherpa's,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/22,2015-10-21 06:17:44 PM -0700,,-8.28,Signature purchase,false,OZO COFFEE PEARL LLC,Ozo Coffee Pearl,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/10/21,2015-10-21 09:18:31 AM -0700,,-5.01,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/21,2015-10-21 11:16:28 AM -0700,,-13.58,Signature purchase,false,ZOE MA MA,Zoe Ma Ma,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/10/22,2015-10-22 02:10:39 PM -0700,,-12.55,Signature purchase,false,CHICK-FIL-A #1290,Chick Fil A,Food & Drink,Fast Food,,Broomfield,CO,,39.98882,-105.15441,
2015/10/30,2015-10-30 04:21:56 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2015/11/05,2015-11-04 05:54:29 PM -0700,,-38.70,Signature purchase,false,LYFE KITCHEN BOULDER,Lyfe Kitchen Boulder,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/11/05,2015-11-04 06:38:50 PM -0700,,-10.26,Signature purchase,false,LYFE KITCHEN BOULDER,Lyfe Kitchen Boulder,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/11/04,2015-11-04 12:18:26 PM -0700,,-41.00,Pin purchase,false,1535 Pearl St,Bell ATM Assoc ATM,Uncategorized,Cash,,Boulder,CO,,40.03402,-105.30482,
2015/11/05,2015-11-05 02:31:26 PM -0700,,-17.40,Signature purchase,false,PAPA MURPHY'S CO101,Papa Murphy's Co101,Food & Drink,Fast Food,,Federal Heights,CO,,39.86453,-105.01616,
2015/11/05,2015-11-05 02:41:27 PM -0700,,-12.05,Signature purchase,false,SMASHBURGER #1014,Smashburger,Food & Drink,Restaurants,,Denver,CO,,39.74393,-104.74982,
2015/11/05,2015-11-05 08:44:44 AM -0700,,-12.70,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/11/08,2015-11-07 05:40:50 PM -0700,,-42.00,Pin purchase,false,2539 PEARL STREET,Indian River ATM,Uncategorized,Cash,,Boulder,CA,,,,
2015/11/08,2015-11-07 05:52:31 PM -0700,,-43.87,Signature purchase,false,LYFE KITCHEN BOULDER,Lyfe Kitchen Boulder,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/11/08,2015-11-07 06:48:24 PM -0700,,-38.06,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/11/08,2015-11-08 04:13:12 PM -0700,,-5.43,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/11/08,2015-11-08 04:13:14 PM -0700,,-15.00,C2c,false,Instant Transfer,Lover,Financial,Money Transfer,,,,,,,
2015/11/09,2015-11-08 05:58:09 PM -0700,,-127.24,Pin purchase,false,COSTCO WHSE #0480,Costco Whse,Uncategorized,Other Shopping,,Superior,CO,,39.93119,-105.15909,
2015/11/10,2015-11-10 04:45:10 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/11/11,2015-11-11 09:28:37 AM -0700,,-3.75,Signature purchase,false,BOULDER PARKING-CAGID,Boulder Parking Cagid,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2015/11/13,2015-11-13 05:11:45 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2015/11/15,2015-11-14 06:10:18 PM -0700,,-20.49,Signature purchase,false,CHIPOTLE 0011,Chipotle Mexican Grill,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/11/16,2015-11-15 06:07:43 PM -0700,,-228.57,Pin purchase,false,COSTCO WHSE #0480,Costco Whse,Uncategorized,Other Shopping,,Superior,CO,,39.93119,-105.15909,
2015/11/16,2015-11-15 08:00:58 PM -0700,,-63.11,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/11/17,2015-11-16 06:04:54 PM -0700,,-21.67,Signature purchase,false,TACO BELL 000300031948,Taco Bell,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/11/17,2015-11-17 04:18:33 PM -0700,,-8.59,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/11/17,2015-11-17 09:25:15 AM -0700,,-3.75,Signature purchase,false,BOULDER PARKING-CAGID,Boulder Parking Cagid,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2015/11/17,2015-11-17 11:20:55 AM -0700,,-5.18,Signature purchase,false,STARBUCKS #05548 BOULD,Starbucks,Food & Drink,Coffee & Tea,,Boulder,CO,,40.03402,-105.30482,
2015/11/17,2015-11-17 11:21:27 AM -0700,,-2.29,Signature purchase,false,STARBUCKS #05548 BOULD,Starbucks,Food & Drink,Coffee & Tea,,Boulder,CO,,40.03402,-105.30482,
2015/11/17,2015-11-17 11:40:20 AM -0700,,-41.09,Signature purchase,false,TOPO 88430323354,Topo Designs Boulder,Personal,Clothing,,Boulder,CO,,40.03402,-105.30482,
2015/11/19,2015-11-18 05:27:12 PM -0700,,-27.33,Signature purchase,false,CHICK-FIL-A #1290,Chick Fil A,Food & Drink,Fast Food,,Broomfield,CO,,39.98882,-105.15441,
2015/11/20,2015-11-20 03:21:06 PM -0700,,50.00,Pin purchase,false,SQC*Grandma,Sqc Grandma,Personal,Other,,San Francisco,CA,,37.75601,-122.4288,
2015/11/23,2015-11-22 07:12:34 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/11/23,2015-11-22 08:28:02 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/11/22,2015-11-22 09:48:27 AM -0700,,-23.00,Signature purchase,false,DSC*DOLLAR SHAVE CLUB,Dollar Shave Club,Uncategorized,Unknown,,,CA,,,,
2015/11/23,2015-11-23 03:50:53 PM -0700,,-4.34,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/11/24,2015-11-23 06:32:39 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/11/27,2015-11-26 05:51:17 PM -0700,,5.43,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,,"",,,,
2015/11/27,2015-11-27 06:17:29 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2015/11/28,2015-11-28 03:42:11 PM -0700,,-20.76,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/11/30,2015-11-29 06:42:04 PM -0700,,-65.61,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/11/29,2015-11-29 12:53:52 PM -0700,,-42.33,Signature purchase,false,DOTS DINER ON THE HILL,Dots Diner On The Hill,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/11/30,2015-11-30 01:24:44 PM -0700,,-44.07,Signature purchase,false,META SKATEBOARDS,Meta Skateboards,Sports & Fitness,Sporting Goods,,Boulder,CO,,40.03402,-105.30482,
2015/11/30,2015-11-30 02:04:43 PM -0700,,-41.00,Pin purchase,false,1535 Pearl St,Bell ATM Assoc ATM,Uncategorized,Cash,,Boulder,CO,,40.03402,-105.30482,
2015/12/01,2015-11-30 05:06:52 PM -0700,,-19.00,Signature purchase,false,LETSFRECKLE.COM SOLO,Letsfreckle Com Solo,Technology,Software,,Philadelphia,PA,,40.00392,-75.13531,
2015/12/01,2015-11-30 05:57:41 PM -0700,,-3.11,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/12/01,2015-12-01 01:19:02 PM -0700,,-18.20,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/12/02,2015-12-01 08:49:10 PM -0700,,-16.31,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/12/02,2015-12-02 04:05:07 PM -0700,,-7.49,Signature purchase,false,PETTYJOHNS LIQUOR & WI,Pettyjohns Liquor & Win,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2015/12/02,2015-12-02 10:52:38 AM -0700,,-7.00,Signature purchase,false,BC.BACKPACK 827361,Bc Backpack,Sports & Fitness,Memberships,,Chicago,IL,,41.8537,-87.67964,
2015/12/02,2015-12-02 12:12:54 PM -0700,,-12.99,Signature purchase,false,LYFE KITCHEN BOULDER,Lyfe Kitchen Boulder,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/12/04,2015-12-03 06:28:39 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/12/05,2015-12-04 07:05:47 PM -0700,,-26.91,Signature purchase,false,NOODLES & CO 146,Noodles And Company,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/12/05,2015-12-04 07:06:36 PM -0700,,-4.35,Signature purchase,false,NOODLES & CO 146,Noodles And Company,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/12/05,2015-12-04 08:26:05 PM -0700,,-11.55,Signature purchase,false,SWEET COW - SOUTH BOUL,Sweet Cow South Bould,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/12/06,2015-12-06 01:01:47 PM -0700,,-19.46,Signature purchase,false,FEDEXOFFICE   00004143,Fedexoffice,Business,Services,,Boulder,CO,,40.03402,-105.30482,
2015/12/06,2015-12-06 01:07:37 PM -0700,,-4.16,Signature purchase,false,FEDEXOFFICE   00004143,Fedexoffice,Business,Services,,Boulder,CO,,40.03402,-105.30482,
2015/12/06,2015-12-06 01:34:05 PM -0700,,-25.45,Signature purchase,false,PEI WEI #0104      Q02,Pei Wei Asian Diner,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/12/11,2015-12-11 06:06:42 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2015/12/12,2015-12-11 06:49:32 PM -0700,,-35.48,Signature purchase,false,CHICK-FIL-A #1290,Chick Fil A,Food & Drink,Fast Food,,Broomfield,CO,,39.98882,-105.15441,
2015/12/12,2015-12-11 07:40:47 PM -0700,,-6.23,Signature purchase,false,CHICK-FIL-A #1290,Chick Fil A,Food & Drink,Fast Food,,Broomfield,CO,,39.98882,-105.15441,
2015/12/12,2015-12-12 01:26:13 PM -0700,,-51.78,Signature purchase,false,LYFE KITCHEN BOULDER,Lyfe Kitchen Boulder,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/12/13,2015-12-13 01:38:14 PM -0700,,-44.17,Signature purchase,false,DOTS DINER ON THE HILL,Dots Diner On The Hill,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/12/13,2015-12-13 03:14:18 PM -0700,,-5.18,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/12/14,2015-12-13 05:51:18 PM -0700,,-84.95,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/12/14,2015-12-13 06:03:00 PM -0700,,-12.46,Signature purchase,false,PAPA MURPHY'S CO075,Papa Murphy's Co075,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2015/12/15,2015-12-15 02:06:15 PM -0700,,-3.75,Signature purchase,false,BOULDER PARKING-CAGID,Boulder Parking Cagid,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2015/12/15,2015-12-15 02:59:46 PM -0700,,-53.87,Signature purchase,false,META SKATEBOARDS,Meta Skateboards,Sports & Fitness,Sporting Goods,,Boulder,CO,,40.03402,-105.30482,
2015/12/16,2015-12-15 06:54:33 PM -0700,,-22.95,Pin purchase,false,1685 S. COLORADO B,0000Lx ATM,Uncategorized,Cash,,Denver,CO,,39.74393,-104.74982,
2015/12/16,2015-12-15 09:32:03 PM -0700,,-25.95,Signature purchase,false,MICROSOFT   *XBOXLIVE,Microsoft Xboxlive,Utilities,Phone,,,WA,,,,
2015/12/15,2015-12-15 10:06:05 AM -0700,,-3.75,Signature purchase,false,BOULDER PARKING-CAGID,Boulder Parking Cagid,Uncategorized,Unknown,,Boulder,CO,,40.03402,-105.30482,
2015/12/16,2015-12-16 03:55:14 PM -0700,,-1.03,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/12/16,2015-12-16 12:44:34 PM -0700,,-10.63,Signature purchase,false,BOULDER NEPAL,Boulder Nepal,Uncategorized,Other Shopping,,Boulder,CO,,40.03402,-105.30482,
2015/12/17,2015-12-17 10:06:44 AM -0700,,-3.00,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/12/18,2015-12-18 02:21:03 PM -0700,,-62.95,Pin purchase,false,1685 S. COLORADO B,0000Lx ATM,Uncategorized,Cash,,Denver,CO,,39.74393,-104.74982,
2015/12/18,2015-12-18 02:44:24 PM -0700,,-9.85,Signature purchase,false,VOLCOM 141109,Volcom,Personal,Clothing,,Boulder,CO,,40.03402,-105.30482,
2015/12/18,2015-12-18 09:53:53 AM -0700,,-27.68,Signature purchase,false,EINSTEIN BROS BAGELS24,Einstein Noah Restaurant,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2015/12/19,2015-12-18 11:03:33 PM -0700,,-3.00,Signature purchase,false,DSC*DOLLAR SHAVE CLUB,Dollar Shave Club,Uncategorized,Unknown,,,CA,,,,
2015/12/18,2015-12-18 11:35:53 AM -0700,,-1.03,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/12/24,2015-12-24 03:45:17 PM -0700,,-7.68,Pin purchase,false,TARGET T-0064,Target T,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/12/24,2015-12-24 05:06:50 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2015/12/24,2015-12-24 11:04:56 AM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/12/26,2015-12-25 05:14:53 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/12/26,2015-12-25 05:43:24 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/12/25,2015-12-25 12:49:30 PM -0700,,-4.14,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/12/27,2015-12-26 08:20:21 PM -0700,,-50.04,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2015/12/28,2015-12-27 08:10:39 PM -0700,,-44.38,Signature purchase,false,TSE K&G 536,Tse K&G,Transportation,Gas,,Boulder,CO,,40.03402,-105.30482,
2015/12/28,2015-12-27 08:12:16 PM -0700,,-6.29,Pin purchase,false,TSE K&G 536,Tse K&G,Transportation,Gas,,Boulder,CO,,40.03402,-105.30482,
2015/12/29,2015-12-28 06:18:20 PM -0700,,-42.00,Pin purchase,false,2539 PEARL STREET,Indian River ATM,Uncategorized,Cash,,Boulder,CO,,40.03402,-105.30482,
2015/12/29,2015-12-28 06:22:39 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2015/12/29,2015-12-29 10:39:48 AM -0700,,-6.05,Signature purchase,false,STARBUCKS #10857 BOULD,Starbucks,Food & Drink,Coffee & Tea,,Boulder,CO,,40.03402,-105.30482,
2015/12/29,2015-12-29 10:42:07 AM -0700,,-1.03,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2015/12/31,2015-12-31 10:31:01 AM -0700,,-6.40,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/01,2016-01-01 03:39:59 PM -0700,,-4.50,Signature purchase,false,ACT*BoulderParksAndRec,Registration,Uncategorized,Unknown,,,TX,,,,
2016/01/01,2016-01-01 04:25:02 PM -0700,,-16.62,Signature purchase,false,PAPA MURPHY'S CO075,Papa Murphy's Co075,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2016/01/01,2016-01-01 04:55:45 PM -0700,,-4.14,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2016/01/02,2016-01-01 05:16:03 PM -0700,,-5.00,Signature purchase,false,THE DARK HORSE,The Dark Horse,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/02,2016-01-01 05:18:46 PM -0700,,-5.59,Signature purchase,false,THE DARK HORSE,The Dark Horse,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/02,2016-01-01 06:08:32 PM -0700,,-56.82,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2016/01/02,2016-01-01 06:14:58 PM -0700,,-48.56,Signature purchase,false,PETTYJOHNS LIQUOR & WI,Pettyjohns Liquor & Win,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2016/01/02,2016-01-02 06:01:29 AM -0700,,-7.00,Signature purchase,false,BC.BACKPACK 827361,Bc Backpack,Sports & Fitness,Memberships,,Chicago,IL,,41.8537,-87.67964,
2016/01/03,2016-01-03 04:03:20 PM -0700,,-34.60,Signature purchase,false,WAHOO'S FISH TACOS 103,Wahoo's Fish Tacos,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/04,2016-01-03 07:18:58 PM -0700,,-4.50,Signature purchase,false,ACT*BoulderParksAndRec,Registration,Uncategorized,Unknown,,,TX,,,,
2016/01/04,2016-01-04 02:37:06 PM -0700,,-3.11,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2016/01/06,2016-01-06 04:46:48 PM -0700,,-21.35,Signature purchase,false,RUEBENS  BURGER BISTRO,Ruebens Burger Bistro,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/07,2016-01-07 02:38:52 PM -0700,,-3.50,Signature purchase,false,SQ *CAFFE SOLE,Caffe Sole,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/08,2016-01-08 01:19:58 PM -0700,,-3.25,Signature purchase,false,MICROSOFT   *,Microsoft,Utilities,Phone,,Bill.ms.net,WA,,,,
2016/01/08,2016-01-08 04:46:43 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2016/01/09,2016-01-09 03:21:37 PM -0700,,-25.45,Signature purchase,false,TACO BELL 000300031948,Taco Bell,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2016/01/10,2016-01-09 06:16:07 PM -0700,,-5.50,Signature purchase,false,THE DARK HORSE,The Dark Horse,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/10,2016-01-09 07:07:28 PM -0700,,-59.37,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2016/01/10,2016-01-10 02:18:09 PM -0700,,-10.38,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2016/01/10,2016-01-10 02:47:23 PM -0700,,-3.11,Signature purchase,false,MSFT   *XBOX LIVE,Xbox Live,Utilities,Phone,,Bill.xbox.com,WA,,,,
2016/01/11,2016-01-10 06:25:59 PM -0700,,-35.40,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2016/01/11,2016-01-11 10:34:05 AM -0700,,-10.65,Signature purchase,false,BOULDER NEPAL,Boulder Nepal,Uncategorized,Other Shopping,,Boulder,CO,,40.03402,-105.30482,
2016/01/13,2016-01-12 05:27:28 PM -0700,,-41.79,Signature purchase,false,PEI WEI #0104      Q02,Pei Wei Asian Diner,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2016/01/13,2016-01-13 03:35:39 PM -0700,,-42.95,Pin purchase,false,1685 S. COLORADO B,0000Lx ATM,Uncategorized,Cash,,Denver,CO,,39.74393,-104.74982,
2016/01/14,2016-01-13 06:09:40 PM -0700,,-12.75,Signature purchase,false,CENTURY THEATRES 492,Century Theatres,Culture,Movies,,Boulder,CO,,40.03402,-105.30482,
2016/01/13,2016-01-13 09:50:45 AM -0700,,-110.00,C2c,false,Instant Transfer,Lover,Financial,Money Transfer,,,,,,,""
2016/01/15,2016-01-14 08:58:34 PM -0700,,-10.55,Signature purchase,false,VIKING SPIRITS LIQUOR,Viking Spirits Liquor,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2016/01/15,2016-01-14 09:03:26 PM -0700,,-16.32,Signature purchase,false,BOULDER BEER & LIQUOR,Boulder Beer & Liquor Emp,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
2016/01/16,2016-01-15 07:00:24 PM -0700,,-29.43,Signature purchase,false,LYFE KITCHEN BOULDER,Lyfe Kitchen Boulder,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/19,2016-01-19 01:07:30 AM -0700,,-11.00,Signature purchase,false,DSC*DOLLAR SHAVE CLUB,Dollar Shave Club,Uncategorized,Unknown,,,CA,,,,
2016/01/22,2016-01-22 04:47:46 AM -0700,,420.00,ACH,false,LIVINGSOCIAL,Livingsocial,Income,Other,,,,,,,
2016/01/23,2016-01-22 08:33:23 PM -0700,,-30.15,Signature purchase,false,DENNY'S #8715,Denny's,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/23,2016-01-23 12:13:44 AM -0700,,-4.75,Signature purchase,false,THE DARK HORSE,The Dark Horse,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/25,2016-01-24 06:04:50 PM -0700,,-22.95,Pin purchase,false,1685 S. COLORADO B,0000Lx ATM,Uncategorized,Cash,,Denver,CO,,39.74393,-104.74982,
2016/01/28,2016-01-27 07:58:55 PM -0700,,-61.00,Pin purchase,false,420 S Broadway,Bell ATM Assoc ATM,Uncategorized,Cash,,Boulder,CO,,40.03402,-105.30482,
2016/01/29,2016-01-28 06:58:26 PM -0700,,-56.66,Pin purchase,false,KING SOOPERS,King Soopers,Food & Drink,Groceries,,Boulder,CO,,40.03402,-105.30482,
2016/01/29,2016-01-29 04:54:07 PM -0700,,-9.51,Signature purchase,false,THE DARK HORSE,The Dark Horse,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/29,2016-01-29 04:56:05 PM -0700,,-11.00,Signature purchase,false,THE DARK HORSE,The Dark Horse,Food & Drink,Restaurants,,Boulder,CO,,40.03402,-105.30482,
2016/01/30,2016-01-29 06:01:14 PM -0700,,-5.53,Signature purchase,false,DAIRY QUEEN OJ 12406 D,Dairy Queen Oj,Food & Drink,Fast Food,,Boulder,CO,,40.03402,-105.30482,
2016/01/30,2016-01-30 04:12:26 PM -0700,,-17.40,Signature purchase,false,BOULDER BEER & LIQUOR,Boulder Beer & Liquor Emp,Food & Drink,Alcohol & Bars,,Boulder,CO,,40.03402,-105.30482,
